Openissues: 1014
Closedissues 786
{comments=43, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=1 Days 11 Hours 17 Minutes 32 Seconds}
{comments=2, state=closed, durationTime=3 Days 22 Hours 36 Minutes 27 Seconds}
{comments=2, state=closed, durationTime=34 Days 19 Hours 39 Minutes 44 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=0 Days 10 Hours 47 Minutes 43 Seconds}
{comments=2, state=closed, durationTime=21 Days 4 Hours 5 Minutes 58 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=0 Days 0 Hours 19 Minutes 28 Seconds}
{comments=2, state=closed, durationTime=0 Days 0 Hours 20 Minutes 7 Seconds}
{comments=2, state=closed, durationTime=2 Days 17 Hours 1 Minutes 44 Seconds}
{comments=2, state=closed, durationTime=0 Days 0 Hours 23 Minutes 19 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=29 Days 6 Hours 23 Minutes 55 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=9 Days 10 Hours 6 Minutes 17 Seconds}
{comments=2, state=closed, durationTime=2 Days 2 Hours 18 Minutes 47 Seconds}
{comments=2, state=closed, durationTime=1 Days 1 Hours 43 Minutes 34 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=26 Days 7 Hours 19 Minutes 40 Seconds}
{comments=2, state=closed, durationTime=26 Days 13 Hours 11 Minutes 5 Seconds}
{comments=2, state=closed, durationTime=0 Days 14 Hours 30 Minutes 2 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=2 Days 21 Hours 20 Minutes 41 Seconds}
{comments=2, state=closed, durationTime=3 Days 7 Hours 44 Minutes 53 Seconds}
{comments=2, state=closed, durationTime=34 Days 9 Hours 7 Minutes 4 Seconds}
{comments=2, state=closed, durationTime=0 Days 0 Hours 9 Minutes 47 Seconds}
{comments=2, state=closed, durationTime=2 Days 9 Hours 19 Minutes 49 Seconds}
{comments=2, state=closed, durationTime=9 Days 1 Hours 19 Minutes 45 Seconds}
{comments=2, state=closed, durationTime=330 Days 1 Hours 9 Minutes 4 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=15 Days 3 Hours 25 Minutes 40 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=5 Days 9 Hours 2 Minutes 13 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=0 Days 0 Hours 12 Minutes 24 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=0 Days 1 Hours 24 Minutes 53 Seconds}
{comments=2, state=closed, durationTime=0 Days 18 Hours 14 Minutes 21 Seconds}
{comments=2, state=closed, durationTime=11 Days 7 Hours 51 Minutes 15 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=0 Days 3 Hours 52 Minutes 1 Seconds}
{comments=2, state=closed, durationTime=0 Days 4 Hours 44 Minutes 22 Seconds}
{comments=2, state=closed, durationTime=0 Days 10 Hours 9 Minutes 25 Seconds}
{comments=2, state=closed, durationTime=0 Days 7 Hours 59 Minutes 12 Seconds}
{comments=2, state=closed, durationTime=1 Days 22 Hours 48 Minutes 20 Seconds}
{comments=2, state=closed, durationTime=2 Days 8 Hours 6 Minutes 49 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=3 Days 13 Hours 35 Minutes 45 Seconds}
{comments=2, state=closed, durationTime=3 Days 15 Hours 8 Minutes 27 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=4 Days 23 Hours 22 Minutes 53 Seconds}
{comments=2, state=closed, durationTime=14 Days 17 Hours 12 Minutes 36 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=10 Days 1 Hours 57 Minutes 36 Seconds}
{comments=2, state=closed, durationTime=0 Days 10 Hours 0 Minutes 55 Seconds}
{comments=2, state=closed, durationTime=32 Days 1 Hours 44 Minutes 51 Seconds}
{comments=2, state=closed, durationTime=1 Days 0 Hours 36 Minutes 40 Seconds}
{comments=2, state=closed, durationTime=52 Days 8 Hours 17 Minutes 35 Seconds}
{comments=2, state=closed, durationTime=15 Days 4 Hours 14 Minutes 5 Seconds}
{comments=2, state=closed, durationTime=0 Days 6 Hours 20 Minutes 7 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=19 Days 22 Hours 31 Minutes 13 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=11 Days 15 Hours 30 Minutes 19 Seconds}
{comments=2, state=closed, durationTime=1 Days 4 Hours 29 Minutes 18 Seconds}
{comments=2, state=closed, durationTime=1 Days 6 Hours 10 Minutes 22 Seconds}
{comments=2, state=closed, durationTime=2 Days 23 Hours 53 Minutes 35 Seconds}
{comments=2, state=closed, durationTime=4 Days 23 Hours 24 Minutes 23 Seconds}
{comments=2, state=closed, durationTime=18 Days 7 Hours 31 Minutes 59 Seconds}
{comments=2, state=closed, durationTime=7 Days 20 Hours 2 Minutes 15 Seconds}
{comments=2, state=closed, durationTime=49 Days 21 Hours 16 Minutes 36 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=11 Days 17 Hours 5 Minutes 10 Seconds}
{comments=2, state=closed, durationTime=5 Days 10 Hours 40 Minutes 28 Seconds}
{comments=2, state=closed, durationTime=6 Days 1 Hours 22 Minutes 32 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=30 Days 8 Hours 37 Minutes 15 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=11 Days 9 Hours 19 Minutes 12 Seconds}
{comments=2, state=closed, durationTime=0 Days 0 Hours 1 Minutes 50 Seconds}
{comments=2, state=closed, durationTime=86 Days 20 Hours 49 Minutes 11 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=1035 Days 1 Hours 17 Minutes 3 Seconds}
{comments=2, state=closed, durationTime=2 Days 4 Hours 49 Minutes 2 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=7 Days 4 Hours 48 Minutes 27 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=0 Days 13 Hours 36 Minutes 14 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=2 Days 4 Hours 42 Minutes 22 Seconds}
{comments=2, state=closed, durationTime=0 Days 0 Hours 16 Minutes 1 Seconds}
{comments=2, state=closed, durationTime=0 Days 0 Hours 14 Minutes 6 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=20 Days 17 Hours 47 Minutes 51 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=0 Days 7 Hours 34 Minutes 4 Seconds}
{comments=2, state=closed, durationTime=0 Days 0 Hours 23 Minutes 15 Seconds}
{comments=2, state=closed, durationTime=35 Days 0 Hours 51 Minutes 51 Seconds}
{comments=2, state=closed, durationTime=0 Days 16 Hours 16 Minutes 59 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=0 Days 0 Hours 12 Minutes 36 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=0 Days 2 Hours 42 Minutes 40 Seconds}
{comments=2, state=closed, durationTime=1 Days 23 Hours 30 Minutes 30 Seconds}
{comments=2, state=closed, durationTime=0 Days 5 Hours 39 Minutes 51 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=13 Days 11 Hours 16 Minutes 30 Seconds}
{comments=2, state=closed, durationTime=1 Days 7 Hours 7 Minutes 50 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=1 Days 19 Hours 21 Minutes 28 Seconds}
{comments=2, state=closed, durationTime=993 Days 16 Hours 7 Minutes 21 Seconds}
{comments=2, state=closed, durationTime=0 Days 2 Hours 43 Minutes 28 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=238 Days 12 Hours 48 Minutes 52 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=0 Days 8 Hours 14 Minutes 6 Seconds}
{comments=2, state=closed, durationTime=7 Days 20 Hours 52 Minutes 33 Seconds}
{comments=2, state=closed, durationTime=0 Days 0 Hours 23 Minutes 39 Seconds}
{comments=2, state=closed, durationTime=42 Days 15 Hours 32 Minutes 40 Seconds}
{comments=2, state=closed, durationTime=35 Days 5 Hours 58 Minutes 17 Seconds}
{comments=2, state=closed, durationTime=0 Days 5 Hours 26 Minutes 16 Seconds}
{comments=2, state=closed, durationTime=0 Days 0 Hours 24 Minutes 41 Seconds}
{comments=2, state=closed, durationTime=1 Days 1 Hours 53 Minutes 33 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=1 Days 19 Hours 35 Minutes 17 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=1 Days 14 Hours 44 Minutes 24 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=11 Days 1 Hours 12 Minutes 54 Seconds}
{comments=2, state=closed, durationTime=0 Days 0 Hours 21 Minutes 47 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=16 Days 21 Hours 11 Minutes 10 Seconds}
{comments=2, state=closed, durationTime=3 Days 21 Hours 55 Minutes 13 Seconds}
{comments=2, state=closed, durationTime=14 Days 2 Hours 46 Minutes 14 Seconds}
{comments=2, state=closed, durationTime=38 Days 1 Hours 59 Minutes 2 Seconds}
{comments=2, state=closed, durationTime=2 Days 20 Hours 27 Minutes 39 Seconds}
{comments=2, state=closed, durationTime=78 Days 3 Hours 40 Minutes 8 Seconds}
{comments=2, state=closed, durationTime=7 Days 10 Hours 29 Minutes 59 Seconds}
{comments=2, state=closed, durationTime=18 Days 23 Hours 56 Minutes 19 Seconds}
{comments=2, state=closed, durationTime=10 Days 15 Hours 48 Minutes 28 Seconds}
{comments=2, state=closed, durationTime=42 Days 19 Hours 7 Minutes 3 Seconds}
{comments=2, state=closed, durationTime=223 Days 16 Hours 14 Minutes 23 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=39 Days 0 Hours 48 Minutes 46 Seconds}
{comments=2, state=open, durationTime=No}
{comments=2, state=closed, durationTime=0 Days 0 Hours 9 Minutes 32 Seconds}
{comments=2, state=closed, durationTime=7 Days 21 Hours 7 Minutes 47 Seconds}
{comments=2, state=closed, durationTime=62 Days 18 Hours 34 Minutes 43 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=3 Days 8 Hours 3 Minutes 17 Seconds}
{comments=1, state=closed, durationTime=4 Days 5 Hours 29 Minutes 54 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 0 Minutes 8 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=31 Days 6 Hours 39 Minutes 57 Seconds}
{comments=1, state=closed, durationTime=34 Days 11 Hours 33 Minutes 28 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=5 Days 18 Hours 17 Minutes 24 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=45 Days 2 Hours 54 Minutes 10 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=72 Days 0 Hours 18 Minutes 50 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 19 Minutes 54 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=80 Days 12 Hours 45 Minutes 47 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=87 Days 7 Hours 46 Minutes 38 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=94 Days 1 Hours 16 Minutes 5 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=2 Days 15 Hours 59 Minutes 28 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=118 Days 21 Hours 45 Minutes 36 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 1 Hours 8 Minutes 20 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 52 Minutes 19 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=4 Days 2 Hours 21 Minutes 21 Seconds}
{comments=1, state=closed, durationTime=4 Days 14 Hours 5 Minutes 44 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 32 Minutes 9 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=11 Days 18 Hours 34 Minutes 14 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=10 Days 23 Hours 26 Minutes 27 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 5 Minutes 20 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 10 Hours 8 Minutes 51 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 3 Minutes 33 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 14 Hours 52 Minutes 32 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 8 Minutes 9 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 3 Hours 0 Minutes 25 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 10 Minutes 59 Seconds}
{comments=1, state=closed, durationTime=0 Days 8 Hours 55 Minutes 48 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=1 Days 8 Hours 6 Minutes 33 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 1 Minutes 36 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=1 Days 19 Hours 54 Minutes 13 Seconds}
{comments=1, state=closed, durationTime=8 Days 3 Hours 49 Minutes 46 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 18 Minutes 28 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 23 Hours 46 Minutes 43 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 8 Minutes 14 Seconds}
{comments=1, state=closed, durationTime=6 Days 17 Hours 5 Minutes 9 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 0 Minutes 16 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 1 Minutes 5 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=39 Days 1 Hours 20 Minutes 35 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 1 Minutes 29 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 4 Hours 29 Minutes 59 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=15 Days 5 Hours 35 Minutes 50 Seconds}
{comments=1, state=closed, durationTime=0 Days 2 Hours 59 Minutes 20 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=3 Days 18 Hours 40 Minutes 3 Seconds}
{comments=1, state=closed, durationTime=0 Days 15 Hours 57 Minutes 26 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 6 Hours 9 Minutes 3 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=4 Days 13 Hours 53 Minutes 7 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=65 Days 0 Hours 42 Minutes 7 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=1 Days 16 Hours 11 Minutes 5 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 53 Minutes 44 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 1 Hours 8 Minutes 56 Seconds}
{comments=1, state=closed, durationTime=221 Days 5 Hours 6 Minutes 26 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=5 Days 15 Hours 57 Minutes 59 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=10 Days 20 Hours 9 Minutes 32 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=267 Days 16 Hours 40 Minutes 0 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=1 Days 20 Hours 2 Minutes 39 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=2 Days 0 Hours 26 Minutes 15 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=9 Days 14 Hours 29 Minutes 57 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 19 Hours 49 Minutes 20 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 1 Hours 55 Minutes 36 Seconds}
{comments=1, state=closed, durationTime=37 Days 15 Hours 7 Minutes 42 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=260 Days 14 Hours 25 Minutes 44 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=14 Days 23 Hours 6 Minutes 5 Seconds}
{comments=1, state=closed, durationTime=15 Days 0 Hours 4 Minutes 26 Seconds}
{comments=1, state=closed, durationTime=15 Days 0 Hours 6 Minutes 59 Seconds}
{comments=1, state=closed, durationTime=54 Days 7 Hours 18 Minutes 44 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=58 Days 20 Hours 1 Minutes 39 Seconds}
{comments=1, state=closed, durationTime=57 Days 1 Hours 18 Minutes 7 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=72 Days 8 Hours 42 Minutes 36 Seconds}
{comments=1, state=closed, durationTime=75 Days 12 Hours 15 Minutes 24 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=76 Days 19 Hours 29 Minutes 58 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=45 Days 19 Hours 41 Minutes 31 Seconds}
{comments=1, state=closed, durationTime=84 Days 22 Hours 17 Minutes 0 Seconds}
{comments=1, state=closed, durationTime=2 Days 1 Hours 37 Minutes 53 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=9 Days 1 Hours 43 Minutes 7 Seconds}
{comments=1, state=closed, durationTime=105 Days 18 Hours 6 Minutes 11 Seconds}
{comments=1, state=closed, durationTime=0 Days 1 Hours 3 Minutes 6 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=380 Days 6 Hours 36 Minutes 51 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=2 Days 20 Hours 39 Minutes 29 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 1 Minutes 48 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 27 Minutes 29 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=60 Days 22 Hours 24 Minutes 34 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 46 Minutes 51 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 8 Minutes 25 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 16 Hours 38 Minutes 11 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 8 Minutes 48 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 19 Minutes 23 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=81 Days 6 Hours 42 Minutes 38 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=7 Days 22 Hours 29 Minutes 9 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=17 Days 7 Hours 46 Minutes 1 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=16 Days 22 Hours 52 Minutes 50 Seconds}
{comments=1, state=closed, durationTime=0 Days 13 Hours 26 Minutes 10 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 0 Hours 29 Minutes 30 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=122 Days 16 Hours 50 Minutes 48 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=219 Days 9 Hours 15 Minutes 35 Seconds}
{comments=1, state=closed, durationTime=122 Days 17 Hours 57 Minutes 12 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 1 Hours 55 Minutes 52 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=2 Days 8 Hours 5 Minutes 22 Seconds}
{comments=1, state=closed, durationTime=0 Days 1 Hours 32 Minutes 44 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 7 Minutes 13 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=242 Days 13 Hours 6 Minutes 24 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=0 Days 2 Hours 26 Minutes 44 Seconds}
{comments=1, state=closed, durationTime=1 Days 5 Hours 50 Minutes 28 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=174 Days 17 Hours 50 Minutes 19 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=20 Days 4 Hours 59 Minutes 14 Seconds}
{comments=1, state=closed, durationTime=24 Days 15 Hours 24 Minutes 12 Seconds}
{comments=1, state=closed, durationTime=0 Days 0 Hours 21 Minutes 3 Seconds}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=open, durationTime=No}
{comments=1, state=closed, durationTime=37 Days 18 Hours 50 Minutes 5 Seconds}
